,iqr-Outlier,iqr-Prob,ifor-Score,ifor-Outlier,ifor-Prob,lof-Score,lof-Outlier,lof-Prob,ocsvm-Score,ocsvm-Outlier,svm-Prob,outlier,actual Outlier
999,1,Likely an Outlier,0.015726977467842684,1,Maybe Outlier,1.0318558102224147,1,Maybe Outlier,9.791863338635952,-1,likely no Outlier,1, an Outlier
998,1,Likely an Outlier,-0.02731416555709054,-1,Maybe Outlier,1.0792918462788585,1,Maybe Outlier,9.7922155713816,-1,likely no Outlier,1, an Outlier
997,1,Likely an Outlier,-0.011577502550174867,-1,Maybe Outlier,1.0962446438396132,1,Maybe Outlier,9.79266066625684,-1,likely no Outlier,1, an Outlier
996,1,Likely an Outlier,-0.07837935641379157,-1,Maybe Outlier,1.0483999205685248,1,Maybe Outlier,9.793023905027225,-1,likely no Outlier,-1, no Outlier
995,1,Likely an Outlier,-0.0407184227173254,-1,Maybe Outlier,1.0039309217842878,1,Maybe Outlier,9.79349924943402,-1,likely no Outlier,1, an Outlier
994,1,Likely an Outlier,0.005531514890448785,1,Maybe Outlier,1.065169069296631,1,Maybe Outlier,9.793873561714495,1,likely no Outlier,1, an Outlier
993,1,Likely an Outlier,-0.016428273693958384,-1,Maybe Outlier,1.4822671943995873,-1,Likely an Outlier,9.794290103625018,1,likely no Outlier,1, an Outlier
992,1,Likely an Outlier,-0.024279409384172057,-1,Maybe Outlier,0.9654903905312402,1,Likely no Outlier,9.794715775214048,1,likely no Outlier,1, an Outlier
991,1,Likely an Outlier,-0.04212310293788235,-1,Maybe Outlier,0.9885293178723475,1,Likely no Outlier,9.795090774309944,1,likely no Outlier,1, an Outlier
990,1,Likely an Outlier,0.02259793992279746,1,Maybe Outlier,0.9771880359173603,1,Likely no Outlier,9.795515883428184,1,likely no Outlier,1, an Outlier
989,1,Likely an Outlier,-0.002572543013183326,-1,Maybe Outlier,0.9862732833143415,1,Likely no Outlier,9.79592226885882,1,likely no Outlier,1, an Outlier
988,1,Likely an Outlier,-0.001815139135105448,-1,Maybe Outlier,1.1600461812860625,1,Maybe Outlier,9.79632057887284,1,likely no Outlier,1, an Outlier
987,1,Likely an Outlier,-0.002599745830607958,-1,Maybe Outlier,0.9589852807765615,1,Likely no Outlier,9.79672151887764,1,likely no Outlier,1, an Outlier
986,1,Likely an Outlier,-0.06657972177727711,-1,Maybe Outlier,1.0438914197618097,1,Maybe Outlier,9.797082832659424,1,likely no Outlier,-1, no Outlier
985,1,Likely an Outlier,0.020239540582983606,1,Maybe Outlier,1.0591245284655106,1,Maybe Outlier,9.797500838966439,1,likely no Outlier,1, an Outlier
984,1,Likely an Outlier,0.02106014336251072,1,Maybe Outlier,1.014127479952291,1,Maybe Outlier,9.797919466304608,1,likely no Outlier,1, an Outlier
983,1,Likely an Outlier,0.0212742868150414,1,Maybe Outlier,1.0753605735793774,1,Maybe Outlier,9.798284730973412,1,likely no Outlier,1, an Outlier
982,1,Likely an Outlier,0.01988578286154874,1,Maybe Outlier,0.981769189800476,1,Likely no Outlier,9.798685449835634,1,likely no Outlier,1, an Outlier
981,1,Likely an Outlier,-0.011242377268061321,-1,Maybe Outlier,0.9476073517510878,1,Likely no Outlier,9.79910298672653,1,likely no Outlier,1, an Outlier
980,1,Likely an Outlier,-0.007229227364987656,-1,Maybe Outlier,0.9389282917051037,1,Likely no Outlier,9.799495125543459,1,likely no Outlier,1, an Outlier
979,1,Likely an Outlier,-0.012425985264668205,-1,Maybe Outlier,1.6541326870468687,-1,Likely an Outlier,9.799862557435114,1,likely no Outlier,1, an Outlier
978,1,Likely an Outlier,0.015915950458162742,1,Maybe Outlier,1.0397424660052312,1,Maybe Outlier,9.80027284437371,1,likely no Outlier,1, an Outlier
977,1,Likely an Outlier,-0.0720645081804705,-1,Maybe Outlier,1.4388511557641883,-1,Likely an Outlier,9.80067524223137,1,likely no Outlier,-1, no Outlier
976,1,Likely an Outlier,0.027049818890102384,1,Maybe Outlier,1.0068700580649357,1,Maybe Outlier,9.801059599787848,1,likely no Outlier,1, an Outlier
975,1,Likely an Outlier,-0.026718155149826228,-1,Maybe Outlier,0.9740572635057306,1,Likely no Outlier,9.80144277670939,1,likely no Outlier,1, an Outlier
974,1,Likely an Outlier,0.030153763017750967,1,Maybe Outlier,0.9580314679025488,1,Likely no Outlier,9.801834669740801,1,likely no Outlier,1, an Outlier
973,1,Likely an Outlier,0.035861861746947166,1,Maybe Outlier,1.0221490704074052,1,Maybe Outlier,9.802223678397533,1,likely no Outlier,1, an Outlier
972,1,Likely an Outlier,0.0033610515395755547,1,Maybe Outlier,1.0843660937529074,1,Maybe Outlier,9.802630236863878,1,likely no Outlier,1, an Outlier
971,1,Likely an Outlier,0.03495758343837729,1,Maybe Outlier,1.0578152572940858,1,Maybe Outlier,9.803017703704564,1,likely no Outlier,1, an Outlier
970,1,Likely an Outlier,0.011326837813535717,1,Maybe Outlier,1.07274919692411,1,Maybe Outlier,9.803401415174221,1,likely no Outlier,1, an Outlier
969,1,Likely an Outlier,0.006520467225470172,1,Maybe Outlier,1.010759612272767,1,Maybe Outlier,9.80377125480811,1,likely no Outlier,1, an Outlier
968,1,Likely an Outlier,0.008676017179725992,1,Maybe Outlier,0.971614693959973,1,Likely no Outlier,9.804157965841117,1,likely no Outlier,1, an Outlier
967,1,Likely an Outlier,-0.07929897479840153,-1,Maybe Outlier,1.2014075855081994,-1,Likely an Outlier,9.804496781744891,1,likely no Outlier,-1, no Outlier
966,1,Likely an Outlier,0.039725977317746075,1,Maybe Outlier,0.9873293931377614,1,Likely no Outlier,9.804933669073728,1,likely no Outlier,1, an Outlier
965,1,Likely an Outlier,0.004194572111948847,1,Maybe Outlier,1.1684366768628363,-1,Maybe Outlier,9.80531503730686,1,likely no Outlier,1, an Outlier
964,1,Likely an Outlier,0.03396190666994142,1,Maybe Outlier,1.0157660519606013,1,Maybe Outlier,9.805679281056962,1,likely no Outlier,1, an Outlier
963,1,Likely an Outlier,0.028462233694094452,1,Maybe Outlier,1.020299409100034,1,Maybe Outlier,9.806083552017204,1,likely no Outlier,1, an Outlier
962,1,Likely an Outlier,0.03454096783049532,1,Maybe Outlier,1.053755456522471,1,Maybe Outlier,9.806468326873604,1,likely no Outlier,1, an Outlier
961,1,Likely an Outlier,0.03333134052755399,1,Maybe Outlier,0.9728047834779995,1,Likely no Outlier,9.806821985396336,1,likely no Outlier,1, an Outlier
960,1,Likely an Outlier,-0.08060490753267657,-1,Maybe Outlier,0.99593920373983,1,Likely no Outlier,9.807226324866667,1,likely no Outlier,-1, no Outlier
959,1,Likely an Outlier,0.03685171997366238,1,Maybe Outlier,1.0251573643329563,1,Maybe Outlier,9.807594292767696,1,likely no Outlier,1, an Outlier
958,1,Likely an Outlier,0.04001728435172036,1,Maybe Outlier,1.0173682790302263,1,Maybe Outlier,9.807980851815643,1,likely no Outlier,1, an Outlier
957,1,Likely an Outlier,-0.019418515457740426,-1,Maybe Outlier,1.6310746407581203,-1,Likely an Outlier,9.808295231917171,1,likely no Outlier,1, an Outlier
956,1,Likely an Outlier,0.02034675012220477,1,Maybe Outlier,1.231714441460773,-1,Likely an Outlier,9.80871649664558,1,likely no Outlier,1, an Outlier
955,1,Likely an Outlier,0.015373958488765438,1,Maybe Outlier,0.9998990367154471,1,Likely no Outlier,9.809096783817097,1,likely no Outlier,1, an Outlier
954,1,Likely an Outlier,-0.02613232288155365,-1,Maybe Outlier,1.0062913992479978,1,Maybe Outlier,9.809436378589142,1,likely no Outlier,1, an Outlier
953,1,Likely an Outlier,0.049825308740840624,1,Maybe Outlier,1.0371585399143575,1,Maybe Outlier,9.809845724939551,1,likely no Outlier,1, an Outlier
952,1,Likely an Outlier,0.013772376302553568,1,Maybe Outlier,0.9450096696133441,1,Likely no Outlier,9.810165966609711,1,likely no Outlier,1, an Outlier
951,1,Likely an Outlier,-0.04099192108524097,-1,Maybe Outlier,0.9839433756565608,1,Likely no Outlier,9.81052687424184,1,likely no Outlier,1, an Outlier
950,1,Likely an Outlier,0.012564683546356092,1,Maybe Outlier,0.972668000759356,1,Likely no Outlier,9.810942764581617,1,likely no Outlier,1, an Outlier
949,1,Likely an Outlier,0.023792103577784274,1,Maybe Outlier,1.0510990228362052,1,Maybe Outlier,9.811286845187714,1,likely no Outlier,1, an Outlier
948,1,Likely an Outlier,0.0408448369779727,1,Maybe Outlier,1.1149298320097678,1,Maybe Outlier,9.811705014308167,1,likely no Outlier,1, an Outlier
947,1,Likely an Outlier,0.006092977885119755,1,Maybe Outlier,0.9697265784712321,1,Likely no Outlier,9.811999580734796,1,likely no Outlier,1, an Outlier
946,1,Likely an Outlier,-0.04423161962079725,-1,Maybe Outlier,0.9697265784712321,1,Likely no Outlier,9.812370817392752,1,likely no Outlier,1, an Outlier
945,1,Likely an Outlier,0.0198642494145288,1,Maybe Outlier,1.005918107621897,1,Maybe Outlier,9.812806901926995,1,likely no Outlier,1, an Outlier
944,1,Likely an Outlier,0.0187125663484371,1,Maybe Outlier,1.0601511836571762,1,Maybe Outlier,9.813170639804616,1,likely no Outlier,1, an Outlier
943,1,Likely an Outlier,0.004152277126038495,1,Maybe Outlier,1.1282247445261304,1,Maybe Outlier,9.813477900297842,1,likely no Outlier,1, an Outlier
942,1,Likely an Outlier,0.04139711278561237,1,Maybe Outlier,1.0482060748533935,1,Maybe Outlier,9.813900716847,1,likely no Outlier,1, an Outlier
941,1,Likely an Outlier,0.0481732278879472,1,Maybe Outlier,0.9959997941347314,1,Likely no Outlier,9.81424444008264,1,likely no Outlier,1, an Outlier
940,1,Likely an Outlier,0.009064905308838744,1,Maybe Outlier,0.9519091947085965,1,Likely no Outlier,9.81461086256221,1,likely no Outlier,1, an Outlier
939,1,Likely an Outlier,-0.07075582535031377,-1,Maybe Outlier,0.9886142487100699,1,Likely no Outlier,9.814987441482048,1,likely no Outlier,-1, no Outlier
938,1,Likely an Outlier,-0.02882196851462704,-1,Maybe Outlier,1.0897743644946352,1,Maybe Outlier,9.815307838637432,1,likely no Outlier,1, an Outlier
937,1,Likely an Outlier,0.013736071431543206,1,Maybe Outlier,0.9535451434830454,1,Likely no Outlier,9.815705302038625,1,likely no Outlier,1, an Outlier
936,1,Likely an Outlier,0.04869418571915207,1,Maybe Outlier,1.0251819385757837,1,Maybe Outlier,9.81605332984683,1,likely no Outlier,1, an Outlier
935,1,Likely an Outlier,0.020169319323204205,1,Maybe Outlier,1.013596026285684,1,Maybe Outlier,9.816423232917444,1,likely no Outlier,1, an Outlier
934,1,Likely an Outlier,0.051605890799972964,1,Maybe Outlier,1.0115355413010874,1,Maybe Outlier,9.816783499188166,1,likely no Outlier,1, an Outlier
933,1,Likely an Outlier,0.0234388224229094,1,Maybe Outlier,0.9507243933519224,1,Likely no Outlier,9.81713149380783,1,likely no Outlier,1, an Outlier
932,1,Likely an Outlier,-0.008343420309262828,-1,Maybe Outlier,1.4946093429626295,-1,Likely an Outlier,9.817444091068417,1,likely no Outlier,1, an Outlier
931,1,Likely an Outlier,-0.039771615782713154,-1,Maybe Outlier,0.9841271344196242,1,Likely no Outlier,9.81780954192272,1,likely no Outlier,-1, no Outlier
930,1,Likely an Outlier,0.04288348245562085,1,Maybe Outlier,0.9156612044108092,1,Likely no Outlier,9.818200308161693,1,likely no Outlier,1, an Outlier
929,1,Likely an Outlier,0.04998771069072372,1,Maybe Outlier,1.0398292079610667,1,Maybe Outlier,9.818525745058901,1,likely no Outlier,1, an Outlier
928,1,Likely an Outlier,0.045367702514784725,1,Maybe Outlier,1.0316360077268236,1,Maybe Outlier,9.81889164845057,1,likely no Outlier,1, an Outlier
927,1,Likely an Outlier,0.049632884019046086,1,Maybe Outlier,1.2044047933942348,-1,Likely an Outlier,9.819259273789804,1,likely no Outlier,1, an Outlier
926,1,Likely an Outlier,-0.06914011894970262,-1,Maybe Outlier,1.0152516345718652,1,Maybe Outlier,9.819550857079488,1,likely no Outlier,-1, no Outlier
925,1,Likely an Outlier,0.037240943904172874,1,Maybe Outlier,0.9918432322479728,1,Likely no Outlier,9.819923395125587,1,likely no Outlier,1, an Outlier
924,-1,Likely no Outlier,-0.09853404149270306,-1,Maybe Outlier,2.1071282140535015,-1,Likely an Outlier,9.820031860303699,1,likely no Outlier,-1, no Outlier
923,1,Likely an Outlier,0.017584430618305613,1,Maybe Outlier,0.9745339427671755,1,Likely no Outlier,9.820647859606176,1,likely no Outlier,1, an Outlier
922,1,Likely an Outlier,0.0241891730784769,1,Maybe Outlier,1.092637721588131,1,Maybe Outlier,9.821003207068218,1,likely no Outlier,1, an Outlier
921,1,Likely an Outlier,0.035680772534296634,1,Maybe Outlier,1.045406529187503,1,Maybe Outlier,9.821356186988954,1,likely no Outlier,1, an Outlier
920,1,Likely an Outlier,-0.04663387582674705,-1,Maybe Outlier,1.3315009386167342,-1,Likely an Outlier,9.821583451859013,1,likely no Outlier,1, an Outlier
919,1,Likely an Outlier,-0.04903987150257805,-1,Maybe Outlier,1.2004777538941476,-1,Likely an Outlier,9.822013226830686,1,likely no Outlier,-1, no Outlier
918,1,Likely an Outlier,0.05180161832154362,1,Maybe Outlier,0.9962577324772066,1,Likely no Outlier,9.822386882411571,1,likely no Outlier,1, an Outlier
917,1,Likely an Outlier,0.05324815402381827,1,Maybe Outlier,0.9890247292609032,1,Likely no Outlier,9.822726964999704,1,likely no Outlier,1, an Outlier
916,1,Likely an Outlier,-0.07900986146535804,-1,Maybe Outlier,1.018926950049189,1,Maybe Outlier,9.823077200086209,1,likely no Outlier,-1, no Outlier
915,1,Likely an Outlier,0.04536491718467717,1,Maybe Outlier,1.038618577552787,1,Maybe Outlier,9.823380874716774,1,likely no Outlier,1, an Outlier
914,1,Likely an Outlier,0.027392030960183333,1,Maybe Outlier,0.965546913847505,1,Likely no Outlier,9.823757904885964,1,likely no Outlier,1, an Outlier
913,1,Likely an Outlier,-0.028592450501912836,-1,Maybe Outlier,1.06037426282403,1,Maybe Outlier,9.824033864788031,1,likely no Outlier,1, an Outlier
912,1,Likely an Outlier,0.03266596726107768,1,Maybe Outlier,0.9889365296912682,1,Likely no Outlier,9.824443225060604,1,likely no Outlier,1, an Outlier
911,1,Likely an Outlier,0.029109302583638863,1,Maybe Outlier,0.9661949004943923,1,Likely no Outlier,9.824778270517859,1,likely no Outlier,1, an Outlier
910,1,Likely an Outlier,-0.06355104520064503,-1,Maybe Outlier,0.9960963374972815,1,Likely no Outlier,9.825056734917693,1,likely no Outlier,-1, no Outlier
909,1,Likely an Outlier,0.030265832891716138,1,Maybe Outlier,1.0087062302344196,1,Maybe Outlier,9.825451174462323,1,likely no Outlier,1, an Outlier
908,1,Likely an Outlier,-0.01993678023328027,-1,Maybe Outlier,1.084090617609701,1,Maybe Outlier,9.825744082111417,1,likely no Outlier,1, an Outlier
907,1,Likely an Outlier,0.053772340731449486,1,Maybe Outlier,0.9917646114511982,1,Likely no Outlier,9.826127976052597,1,likely no Outlier,1, an Outlier
906,1,Likely an Outlier,0.033442657803157194,1,Maybe Outlier,1.0095874940250287,1,Maybe Outlier,9.826462735577792,1,likely no Outlier,1, an Outlier
905,1,Likely an Outlier,-0.02744428649312014,-1,Maybe Outlier,1.0702961002995603,1,Maybe Outlier,9.826796253708274,1,likely no Outlier,-1, no Outlier
904,1,Likely an Outlier,0.052941504032535336,1,Maybe Outlier,1.0934500318180542,1,Maybe Outlier,9.827090396836372,1,likely no Outlier,1, an Outlier
903,1,Likely an Outlier,-0.008502884961764767,-1,Maybe Outlier,0.9655677539806652,1,Likely no Outlier,9.82744397951861,1,likely no Outlier,1, an Outlier
902,1,Likely an Outlier,-0.034829210463639515,-1,Maybe Outlier,1.1496398560454757,-1,Maybe Outlier,9.82771483294246,1,likely no Outlier,-1, no Outlier
901,1,Likely an Outlier,0.050978064246800514,1,Maybe Outlier,1.028943146343148,1,Maybe Outlier,9.828122803280847,1,likely no Outlier,1, an Outlier
900,1,Likely an Outlier,-0.07260712066106256,-1,Maybe Outlier,1.1823991059653955,-1,Maybe Outlier,9.828447702719796,1,likely no Outlier,-1, no Outlier
899,1,Likely an Outlier,0.03238034747515839,1,Maybe Outlier,0.9851664117355343,1,Likely no Outlier,9.828766942976761,1,likely no Outlier,1, an Outlier
898,1,Likely an Outlier,0.06536996897699549,1,Maybe Outlier,0.9727920408692808,1,Likely no Outlier,9.82909701658824,1,likely no Outlier,1, an Outlier
897,1,Likely an Outlier,0.06584119390260817,1,Maybe Outlier,0.9759269879908462,1,Likely no Outlier,9.82944094028884,1,likely no Outlier,1, an Outlier
896,1,Likely an Outlier,0.057874632266981973,1,Maybe Outlier,0.9843980945834984,1,Likely no Outlier,9.829764315597878,1,likely no Outlier,1, an Outlier
895,1,Likely an Outlier,0.06069814010384894,1,Maybe Outlier,0.9905292158168632,1,Likely no Outlier,9.830086061174349,1,likely no Outlier,1, an Outlier
894,1,Likely an Outlier,0.029301721183676466,1,Maybe Outlier,1.0019513016045956,1,Maybe Outlier,9.830415196945344,1,likely no Outlier,1, an Outlier
893,1,Likely an Outlier,0.04209962914541471,1,Maybe Outlier,1.2809750553316888,-1,Likely an Outlier,9.830692978537193,1,likely no Outlier,1, an Outlier
892,1,Likely an Outlier,-0.041232134791989394,-1,Maybe Outlier,1.0896507989375948,1,Maybe Outlier,9.830931542977867,1,likely no Outlier,1, an Outlier
891,1,Likely an Outlier,0.06401359502469045,1,Maybe Outlier,1.1065928346058909,1,Maybe Outlier,9.831388863137228,1,likely no Outlier,1, an Outlier
890,1,Likely an Outlier,-0.03203932768097262,-1,Maybe Outlier,1.628658017529959,-1,Likely an Outlier,9.831668194987582,1,likely no Outlier,-1, no Outlier
889,1,Likely an Outlier,-0.03090751917959278,-1,Maybe Outlier,1.0449384719745705,1,Maybe Outlier,9.831897502109708,1,likely no Outlier,-1, no Outlier
888,1,Likely an Outlier,-0.04252134114248862,-1,Maybe Outlier,1.0484463865683709,1,Maybe Outlier,9.832231772300128,1,likely no Outlier,1, an Outlier
887,1,Likely an Outlier,0.03741105624381175,1,Maybe Outlier,1.3570049457961226,-1,Likely an Outlier,9.832655579156246,1,likely no Outlier,1, an Outlier
886,1,Likely an Outlier,0.04884668643446971,1,Maybe Outlier,1.039352768896713,1,Maybe Outlier,9.83298853491119,1,likely no Outlier,1, an Outlier
885,1,Likely an Outlier,0.016095796192555745,1,Maybe Outlier,0.9968162427971802,1,Likely no Outlier,9.833266938776545,1,likely no Outlier,1, an Outlier
884,1,Likely an Outlier,0.016199672460318615,1,Maybe Outlier,1.00658202257318,1,Maybe Outlier,9.833585713783906,1,likely no Outlier,1, an Outlier
883,1,Likely an Outlier,0.037707907864792944,1,Maybe Outlier,1.0055309660812568,1,Maybe Outlier,9.833877139647635,1,likely no Outlier,1, an Outlier
882,-1,Likely no Outlier,-0.06341147396377456,-1,Maybe Outlier,1.914847642183458,-1,Likely an Outlier,9.834084986864319,1,likely no Outlier,-1, no Outlier
881,1,Likely an Outlier,-0.06069188888349519,-1,Maybe Outlier,0.9786684459991406,1,Likely no Outlier,9.8344037641353,1,likely no Outlier,1, an Outlier
880,1,Likely an Outlier,0.019241430251682234,1,Maybe Outlier,1.019201378436419,1,Maybe Outlier,9.834883992757028,1,likely no Outlier,1, an Outlier
879,1,Likely an Outlier,0.040220642073380164,1,Maybe Outlier,0.979713584481025,1,Likely no Outlier,9.835197105043001,1,likely no Outlier,1, an Outlier
878,1,Likely an Outlier,0.06003073806456066,1,Maybe Outlier,1.037317319335205,1,Maybe Outlier,9.835482888057767,1,likely no Outlier,1, an Outlier
877,1,Likely an Outlier,0.06127794091632577,1,Maybe Outlier,0.9895851362829191,1,Likely no Outlier,9.835820083887574,1,likely no Outlier,1, an Outlier
876,1,Likely an Outlier,0.062099464724354125,1,Maybe Outlier,0.9975414063992831,1,Likely no Outlier,9.836116152142937,1,likely no Outlier,1, an Outlier
875,1,Likely an Outlier,-0.04905992230844791,-1,Maybe Outlier,1.160047414651229,-1,Maybe Outlier,9.836333904989859,1,likely no Outlier,1, an Outlier
874,1,Likely an Outlier,0.04730864571545618,1,Maybe Outlier,1.0068845958406818,1,Maybe Outlier,9.836749173664028,1,likely no Outlier,1, an Outlier
873,1,Likely an Outlier,0.060071931629570696,1,Maybe Outlier,1.000963413204941,1,Maybe Outlier,9.837053767588607,1,likely no Outlier,1, an Outlier
872,1,Likely an Outlier,-0.035121754193461974,-1,Maybe Outlier,1.2218743247374495,-1,Likely an Outlier,9.837229916374595,1,likely no Outlier,-1, no Outlier
871,1,Likely an Outlier,0.06852418296963814,1,Maybe Outlier,0.9693548815947665,1,Likely no Outlier,9.837669338895298,1,likely no Outlier,1, an Outlier
870,1,Likely an Outlier,0.011716660272463097,1,Maybe Outlier,1.6233920136849267,-1,Likely an Outlier,9.837924115463405,1,likely no Outlier,1, an Outlier
869,1,Likely an Outlier,0.01415180289979634,1,Maybe Outlier,1.0129070850166229,1,Maybe Outlier,9.838240214157274,1,likely no Outlier,1, an Outlier
868,1,Likely an Outlier,0.06851748457832801,1,Maybe Outlier,0.99993548414379,1,Likely no Outlier,9.83856484237871,1,likely no Outlier,1, an Outlier
867,1,Likely an Outlier,-0.0393094333314703,-1,Maybe Outlier,1.0655334759180914,1,Maybe Outlier,9.8388379499551,1,likely no Outlier,1, an Outlier
866,1,Likely an Outlier,-0.05994199261617239,-1,Maybe Outlier,1.2955548583755871,-1,Likely an Outlier,9.83918766732339,1,likely no Outlier,-1, no Outlier
865,1,Likely an Outlier,0.05546536481362607,1,Maybe Outlier,1.0727971175422515,1,Maybe Outlier,9.839447155115078,1,likely no Outlier,1, an Outlier
864,1,Likely an Outlier,0.04095172201512187,1,Maybe Outlier,0.9810182693279017,1,Likely no Outlier,9.839782266471136,1,likely no Outlier,1, an Outlier
863,1,Likely an Outlier,0.021011517865702878,1,Maybe Outlier,1.6378743514231762,-1,Likely an Outlier,9.840049102699847,1,likely no Outlier,1, an Outlier
862,1,Likely an Outlier,-0.0781425841086899,-1,Maybe Outlier,1.1834437454517115,-1,Maybe Outlier,9.84031279825253,1,likely no Outlier,-1, no Outlier
861,1,Likely an Outlier,-0.013338838112759044,-1,Maybe Outlier,0.9941890697974616,1,Likely no Outlier,9.840685889500667,1,likely no Outlier,-1, no Outlier
860,1,Likely an Outlier,0.06553703426006097,1,Maybe Outlier,0.9846573380504889,1,Likely no Outlier,9.840986711452546,1,likely no Outlier,1, an Outlier
859,1,Likely an Outlier,0.07135599790644648,1,Maybe Outlier,0.9391883426407277,1,Likely no Outlier,9.841261257379932,1,likely no Outlier,1, an Outlier
858,1,Likely an Outlier,0.06939101505620698,1,Maybe Outlier,1.0258640261246295,1,Maybe Outlier,9.841575842687181,1,likely no Outlier,1, an Outlier
857,1,Likely an Outlier,0.06280435096234566,1,Maybe Outlier,0.974970295756265,1,Likely no Outlier,9.84186417867402,1,likely no Outlier,1, an Outlier
856,1,Likely an Outlier,0.07185212662698798,1,Maybe Outlier,0.9709068438451892,1,Likely no Outlier,9.842148272738463,1,likely no Outlier,1, an Outlier
855,1,Likely an Outlier,-0.04067427504598187,-1,Maybe Outlier,1.3512481738343247,-1,Likely an Outlier,9.84233777015572,1,likely no Outlier,-1, no Outlier
854,1,Likely an Outlier,-0.0093501070847547,-1,Maybe Outlier,0.9852323136364147,1,Likely no Outlier,9.842750568538651,1,likely no Outlier,-1, no Outlier
853,-1,Likely no Outlier,-0.06088758694406915,-1,Maybe Outlier,1.6191282025697338,-1,Likely an Outlier,9.842779561900704,1,likely no Outlier,-1, no Outlier
852,1,Likely an Outlier,0.033801151703669874,1,Maybe Outlier,1.1936841053082552,-1,Maybe Outlier,9.843334502493347,1,likely no Outlier,1, an Outlier
851,1,Likely an Outlier,0.04181265206128376,1,Maybe Outlier,1.0289821257756533,1,Maybe Outlier,9.84361792944364,1,likely no Outlier,1, an Outlier
850,1,Likely an Outlier,0.037127646997965835,1,Maybe Outlier,1.2423432406108594,-1,Likely an Outlier,9.843841545820947,1,likely no Outlier,1, an Outlier
849,1,Likely an Outlier,0.019069721468827572,1,Maybe Outlier,1.3919834022558315,-1,Likely an Outlier,9.844162340173254,1,likely no Outlier,1, an Outlier
848,1,Likely an Outlier,-0.07577526503094556,-1,Maybe Outlier,1.1714718516294815,-1,Maybe Outlier,9.844409883904769,1,likely no Outlier,-1, no Outlier
847,1,Likely an Outlier,0.0715191974656903,1,Maybe Outlier,1.018743081898032,1,Maybe Outlier,9.844775496997368,1,likely no Outlier,1, an Outlier
846,1,Likely an Outlier,-0.010179488707943163,-1,Maybe Outlier,1.0126028931044142,1,Maybe Outlier,9.845038652318749,1,likely no Outlier,-1, no Outlier
845,1,Likely an Outlier,0.06257530694725466,1,Maybe Outlier,1.0119498415086285,1,Maybe Outlier,9.845348700028813,1,likely no Outlier,1, an Outlier
844,1,Likely an Outlier,0.0807332538681621,1,Maybe Outlier,0.9736160925447365,1,Likely no Outlier,9.845628075440189,1,likely no Outlier,1, an Outlier
843,1,Likely an Outlier,0.051310472837667154,1,Maybe Outlier,1.1175595078692926,1,Maybe Outlier,9.845864347969323,1,likely no Outlier,1, an Outlier
842,1,Likely an Outlier,0.02767849185384963,1,Maybe Outlier,0.9532867435778092,1,Likely no Outlier,9.846196780630217,1,likely no Outlier,1, an Outlier
841,1,Likely an Outlier,0.06816115329490063,1,Maybe Outlier,1.0279865494676632,1,Maybe Outlier,9.846482791818683,1,likely no Outlier,1, an Outlier
840,1,Likely an Outlier,0.047636984411306926,1,Maybe Outlier,1.0175334398215683,1,Maybe Outlier,9.846753233453118,1,likely no Outlier,1, an Outlier
839,1,Likely an Outlier,0.032597230915038244,1,Maybe Outlier,1.1121394688591713,1,Maybe Outlier,9.84701029321099,1,likely no Outlier,1, an Outlier
838,1,Likely an Outlier,0.009868901518124473,1,Maybe Outlier,1.3050791091744642,-1,Likely an Outlier,9.847271332310818,1,likely no Outlier,1, an Outlier
837,1,Likely an Outlier,0.04154097748130248,1,Maybe Outlier,0.9884208335875055,1,Likely no Outlier,9.847599800177731,1,likely no Outlier,1, an Outlier
836,1,Likely an Outlier,-0.042447527825734466,-1,Maybe Outlier,1.4691207495239857,-1,Likely an Outlier,9.847738260575442,1,likely no Outlier,-1, no Outlier
835,1,Likely an Outlier,0.05107206722374974,1,Maybe Outlier,1.084923366901039,1,Maybe Outlier,9.848138434466547,1,likely no Outlier,1, an Outlier
834,1,Likely an Outlier,0.03503479989948516,1,Maybe Outlier,0.9615039588778929,1,Likely no Outlier,9.848429166978013,1,likely no Outlier,1, an Outlier
833,1,Likely an Outlier,0.055547491258092885,1,Maybe Outlier,0.9693130236867654,1,Likely no Outlier,9.848708269958253,1,likely no Outlier,1, an Outlier
832,1,Likely an Outlier,0.0834797675557854,1,Maybe Outlier,1.0144862455866646,1,Maybe Outlier,9.848976627238958,1,likely no Outlier,1, an Outlier
831,1,Likely an Outlier,0.07969251633727681,1,Maybe Outlier,0.9693130236867654,1,Likely no Outlier,9.849256935551555,1,likely no Outlier,1, an Outlier
830,1,Likely an Outlier,0.0008182024582108482,1,Maybe Outlier,1.2978499014464286,-1,Likely an Outlier,9.849494831128496,1,likely no Outlier,1, an Outlier
829,1,Likely an Outlier,0.060250928376217094,1,Maybe Outlier,0.9903590027760053,1,Likely no Outlier,9.84980195649215,1,likely no Outlier,1, an Outlier
828,1,Likely an Outlier,0.06848401249970165,1,Maybe Outlier,1.0486671341510119,1,Maybe Outlier,9.850036734923487,1,likely no Outlier,1, an Outlier
827,1,Likely an Outlier,0.07905577811058218,1,Maybe Outlier,0.9852169583649506,1,Likely no Outlier,9.850328804049512,1,likely no Outlier,1, an Outlier
826,1,Likely an Outlier,0.05337924711353331,1,Maybe Outlier,1.0188567922340908,1,Maybe Outlier,9.850598355269282,1,likely no Outlier,1, an Outlier
