,iqr-Outlier,iqr-Prob,ifor-Score,ifor-Outlier,ifor-Prob,lof-Score,lof-Outlier,lof-Prob,ocsvm-Score,ocsvm-Outlier,svm-Prob,outlier,actual Outlier
2943,1,Likely an Outlier,-0.056973193960608404,-1,Maybe Outlier,1.8190727736602217,-1,Likely an Outlier,9.86481802980095,1,likely no Outlier,-1, no Outlier
2942,1,Likely an Outlier,0.14293172586432445,1,Likely an Outlier,0.9782193742967861,1,Likely no Outlier,9.865106408182816,1,likely no Outlier,1, an Outlier
2941,1,Likely an Outlier,0.12643234331097153,1,Likely an Outlier,1.0261352610323549,1,Maybe Outlier,9.865369660739129,1,likely no Outlier,1, an Outlier
2940,1,Likely an Outlier,0.15851113830382502,1,Likely an Outlier,0.9634340975405223,1,Likely no Outlier,9.865635847714989,1,likely no Outlier,1, an Outlier
2939,1,Likely an Outlier,0.15083536750878695,1,Likely an Outlier,1.0108645276096575,1,Maybe Outlier,9.865899576518972,1,likely no Outlier,1, an Outlier
2938,1,Likely an Outlier,0.11759851533520571,1,Likely an Outlier,0.9588713953475754,1,Likely no Outlier,9.86615894395045,1,likely no Outlier,1, an Outlier
2937,1,Likely an Outlier,0.15924564304765776,1,Likely an Outlier,0.981275070981552,1,Likely no Outlier,9.866425091326064,1,likely no Outlier,1, an Outlier
2936,1,Likely an Outlier,0.12313743619107714,1,Likely an Outlier,0.9537159249944216,1,Likely no Outlier,9.866686052523404,1,likely no Outlier,1, an Outlier
2935,1,Likely an Outlier,0.12323740700996505,1,Likely an Outlier,1.0420105694990003,1,Maybe Outlier,9.866947369397394,1,likely no Outlier,1, an Outlier
2934,-1,Likely no Outlier,0.012477471182080868,1,Maybe Outlier,1.9354352908459664,-1,Likely an Outlier,9.867169782894301,1,likely no Outlier,1, an Outlier
2933,-1,Likely no Outlier,-0.08618197648233195,-1,Maybe Outlier,2.7665197466553595,-1,Likely an Outlier,9.867287349784595,1,likely no Outlier,-1, no Outlier
2932,1,Likely an Outlier,0.14488768463041118,1,Likely an Outlier,1.2326112578812929,1,Likely an Outlier,9.867727992443431,1,likely no Outlier,1, an Outlier
2931,-1,Likely no Outlier,-0.10374697376781905,-1,Likely no Outlier,2.1692357376692697,-1,Likely an Outlier,9.867946026001277,1,likely no Outlier,-1, no Outlier
2930,1,Likely an Outlier,0.06924879938434336,1,Maybe Outlier,1.248917298662876,1,Likely an Outlier,9.8682402072897,1,likely no Outlier,1, an Outlier
2929,1,Likely an Outlier,0.14043155159537551,1,Likely an Outlier,1.218350351309461,1,Likely an Outlier,9.868501761248295,1,likely no Outlier,1, an Outlier
2928,-1,Likely no Outlier,-0.08421276398476929,-1,Maybe Outlier,2.1612440480375184,-1,Likely an Outlier,9.86863348621825,1,likely no Outlier,-1, no Outlier
2927,1,Likely an Outlier,0.05806107118789994,1,Maybe Outlier,1.3057848533585061,1,Likely an Outlier,9.86900466576674,1,likely no Outlier,1, an Outlier
2926,1,Likely an Outlier,0.12791879205638157,1,Likely an Outlier,1.1201545433573266,1,Maybe Outlier,9.86926902137492,1,likely no Outlier,1, an Outlier
2925,1,Likely an Outlier,0.14666516247649897,1,Likely an Outlier,1.1038282537823867,1,Maybe Outlier,9.869528616270783,1,likely no Outlier,1, an Outlier
2924,1,Likely an Outlier,0.15530939399805138,1,Likely an Outlier,0.9614985027388565,1,Likely no Outlier,9.869783550998598,1,likely no Outlier,1, an Outlier
2923,1,Likely an Outlier,0.07326254603802418,1,Maybe Outlier,1.0134196402107174,1,Maybe Outlier,9.870034362962173,1,likely no Outlier,1, an Outlier
2922,1,Likely an Outlier,0.15924613520093472,1,Likely an Outlier,0.9652385508764038,1,Likely no Outlier,9.87029134549017,1,likely no Outlier,1, an Outlier
2921,1,Likely an Outlier,0.1573621582521455,1,Likely an Outlier,0.9577826106594711,1,Likely no Outlier,9.87054440415801,1,likely no Outlier,1, an Outlier
2920,1,Likely an Outlier,0.1682887281101172,1,Likely an Outlier,0.9950477485982663,1,Likely no Outlier,9.870796773278993,1,likely no Outlier,1, an Outlier
2919,1,Likely an Outlier,0.0858112624507269,1,Maybe Outlier,0.9777189370223505,1,Likely no Outlier,9.871046950208981,1,likely no Outlier,1, an Outlier
2918,1,Likely an Outlier,0.1607120166463808,1,Likely an Outlier,0.9777189370223505,1,Likely no Outlier,9.871299464360892,1,likely no Outlier,1, an Outlier
2917,1,Likely an Outlier,0.16211398195894489,1,Likely an Outlier,0.9972113581160688,1,Likely no Outlier,9.871550452769162,1,likely no Outlier,1, an Outlier
2916,1,Likely an Outlier,0.12060298891034793,1,Likely an Outlier,1.173426717844793,1,Maybe Outlier,9.87179679423845,1,likely no Outlier,1, an Outlier
2915,1,Likely an Outlier,0.07871063781387455,1,Maybe Outlier,1.1420972669632776,1,Maybe Outlier,9.872044205906144,1,likely no Outlier,1, an Outlier
2914,1,Likely an Outlier,0.16217465149346616,1,Likely an Outlier,1.0373765188463007,1,Maybe Outlier,9.872298798311949,1,likely no Outlier,1, an Outlier
2913,1,Likely an Outlier,0.17062237765886573,1,Likely an Outlier,1.0031887877105798,1,Maybe Outlier,9.87254706012375,1,likely no Outlier,1, an Outlier
2912,1,Likely an Outlier,0.13167615096026325,1,Likely an Outlier,1.030389731808814,1,Maybe Outlier,9.872790942639822,1,likely no Outlier,1, an Outlier
2911,1,Likely an Outlier,0.1621955837757122,1,Likely an Outlier,1.0306734880604753,1,Maybe Outlier,9.873041862897544,1,likely no Outlier,1, an Outlier
2910,1,Likely an Outlier,0.03411303936286392,1,Maybe Outlier,1.025856660868612,1,Maybe Outlier,9.873287642474654,1,likely no Outlier,1, an Outlier
2909,1,Likely an Outlier,0.06472262863158396,1,Maybe Outlier,1.6992792333962619,-1,Likely an Outlier,9.87352189760004,1,likely no Outlier,1, an Outlier
2908,1,Likely an Outlier,0.1496568136101491,1,Likely an Outlier,0.9710907774449383,1,Likely no Outlier,9.873778548023166,1,likely no Outlier,1, an Outlier
2907,1,Likely an Outlier,0.16428189999679738,1,Likely an Outlier,1.0239630443305967,1,Maybe Outlier,9.874024139526203,1,likely no Outlier,1, an Outlier
2906,1,Likely an Outlier,0.16416344657162196,1,Likely an Outlier,0.9878723040684866,1,Likely no Outlier,9.87426809292682,1,likely no Outlier,1, an Outlier
2905,1,Likely an Outlier,0.0965027879172321,1,Maybe Outlier,1.0104284122128537,1,Maybe Outlier,9.874511281132422,1,likely no Outlier,1, an Outlier
2904,1,Likely an Outlier,0.09748594792622012,1,Maybe Outlier,0.986286046136384,1,Likely no Outlier,9.87475420020787,1,likely no Outlier,1, an Outlier
2903,1,Likely an Outlier,0.16301150518766044,1,Likely an Outlier,0.9490860046713891,1,Likely no Outlier,9.874997003877384,1,likely no Outlier,1, an Outlier
2902,1,Likely an Outlier,0.16786086347195883,1,Likely an Outlier,0.9477904979962709,1,Likely no Outlier,9.875238728644526,1,likely no Outlier,1, an Outlier
2901,1,Likely an Outlier,0.13442579128013105,1,Likely an Outlier,0.9767644546176182,1,Likely no Outlier,9.875479760120125,1,likely no Outlier,1, an Outlier
2900,1,Likely an Outlier,0.1623159465972468,1,Likely an Outlier,1.0257594879118281,1,Maybe Outlier,9.87572029726002,1,likely no Outlier,1, an Outlier
2899,1,Likely an Outlier,0.13746507060465196,1,Likely an Outlier,1.0396326474329576,1,Maybe Outlier,9.875959462250194,1,likely no Outlier,1, an Outlier
2898,1,Likely an Outlier,0.1678861879393841,1,Likely an Outlier,1.1287185785800902,1,Maybe Outlier,9.876199721430773,1,likely no Outlier,1, an Outlier
2897,1,Likely an Outlier,0.07974513422897611,1,Maybe Outlier,1.0994390354652075,1,Maybe Outlier,9.87643276476359,1,likely no Outlier,1, an Outlier
2896,1,Likely an Outlier,0.12509887866269503,1,Likely an Outlier,1.5791916899356062,1,Likely an Outlier,9.876670424098378,1,likely no Outlier,1, an Outlier
2895,-1,Likely no Outlier,-0.07465853061627403,-1,Maybe Outlier,2.0338147051847186,-1,Likely an Outlier,9.876841163426256,1,likely no Outlier,-1, no Outlier
2894,1,Likely an Outlier,0.12996230874966475,1,Likely an Outlier,1.1440084174237843,1,Maybe Outlier,9.877147558368867,1,likely no Outlier,1, an Outlier
2893,1,Likely an Outlier,0.06915121613514874,1,Maybe Outlier,1.0956434309416718,1,Maybe Outlier,9.877374841318769,1,likely no Outlier,1, an Outlier
2892,1,Likely an Outlier,0.14741476550123617,1,Likely an Outlier,1.0838307402761986,1,Maybe Outlier,9.877621048817934,1,likely no Outlier,1, an Outlier
2891,1,Likely an Outlier,0.1618996974238739,1,Likely an Outlier,1.0376758815234532,1,Maybe Outlier,9.877857936726098,1,likely no Outlier,1, an Outlier
2890,1,Likely an Outlier,0.056257463870387214,1,Maybe Outlier,1.2264805272495398,1,Likely an Outlier,9.87807672744565,1,likely no Outlier,1, an Outlier
2889,1,Likely an Outlier,0.16566660073269035,1,Likely an Outlier,1.0105407070633383,1,Maybe Outlier,9.87832685156793,1,likely no Outlier,1, an Outlier
2888,1,Likely an Outlier,0.16684582777484452,1,Likely an Outlier,0.9745241484680072,1,Likely no Outlier,9.878560035542936,1,likely no Outlier,1, an Outlier
2887,1,Likely an Outlier,0.16785562009694877,1,Likely an Outlier,1.0179676580637678,1,Maybe Outlier,9.878793420485719,1,likely no Outlier,1, an Outlier
2886,1,Likely an Outlier,0.15872330080693148,1,Likely an Outlier,0.9887742785781904,1,Likely no Outlier,9.87902499891027,1,likely no Outlier,1, an Outlier
2885,1,Likely an Outlier,0.1488267315138624,1,Likely an Outlier,0.9570395588372188,1,Likely no Outlier,9.879255888052349,1,likely no Outlier,1, an Outlier
2884,1,Likely an Outlier,0.15657232881990474,1,Likely an Outlier,0.9574076542748335,1,Likely no Outlier,9.879486339062886,1,likely no Outlier,1, an Outlier
2883,1,Likely an Outlier,0.17040702297198168,1,Likely an Outlier,0.9830540169530041,1,Likely no Outlier,9.879718729446951,1,likely no Outlier,1, an Outlier
2882,1,Likely an Outlier,0.06679722797455134,1,Maybe Outlier,1.5581206810209527,1,Likely an Outlier,9.8799363127502,1,likely no Outlier,1, an Outlier
2881,1,Likely an Outlier,0.16488468971391002,1,Likely an Outlier,0.9821258819215318,1,Likely no Outlier,9.88017783044945,1,likely no Outlier,1, an Outlier
2880,1,Likely an Outlier,0.1667402017252098,1,Likely an Outlier,1.0135951130088618,1,Maybe Outlier,9.880406571262391,1,likely no Outlier,1, an Outlier
2879,1,Likely an Outlier,0.1565937817808013,1,Likely an Outlier,1.0615753172807354,1,Maybe Outlier,9.880632588177475,1,likely no Outlier,1, an Outlier
2878,1,Likely an Outlier,0.08617607259374493,1,Maybe Outlier,0.9646288886373773,1,Likely no Outlier,9.880859989052128,1,likely no Outlier,1, an Outlier
2877,1,Likely an Outlier,0.08958492368885618,1,Maybe Outlier,1.0247801835123649,1,Maybe Outlier,9.881087259723774,1,likely no Outlier,1, an Outlier
2876,1,Likely an Outlier,0.03091895626293395,1,Maybe Outlier,1.0610202484611175,1,Maybe Outlier,9.881311548208247,1,likely no Outlier,1, an Outlier
2875,1,Likely an Outlier,0.1657040197373581,1,Likely an Outlier,1.0564554318303814,1,Maybe Outlier,9.881540861226222,1,likely no Outlier,1, an Outlier
2874,1,Likely an Outlier,0.1467122587996018,1,Likely an Outlier,1.0188210931410664,1,Maybe Outlier,9.88176216737627,1,likely no Outlier,1, an Outlier
2873,1,Likely an Outlier,0.1700511402061236,1,Likely an Outlier,0.9972606295457809,1,Likely no Outlier,9.88199025847702,1,likely no Outlier,1, an Outlier
2872,1,Likely an Outlier,-0.05091304368241789,-1,Maybe Outlier,1.2462915123175695,1,Likely an Outlier,9.882199774688845,1,likely no Outlier,-1, no Outlier
2871,1,Likely an Outlier,0.15901809523572297,1,Likely an Outlier,0.9953177212363558,1,Likely no Outlier,9.882436707896455,1,likely no Outlier,1, an Outlier
2870,1,Likely an Outlier,0.17232859976543075,1,Likely an Outlier,1.069155888403362,1,Maybe Outlier,9.882660334642665,1,likely no Outlier,1, an Outlier
2869,-1,Likely no Outlier,-0.07644456058765015,-1,Maybe Outlier,2.724457213707576,-1,Likely an Outlier,9.882738678275024,1,likely no Outlier,-1, no Outlier
2868,-1,Likely no Outlier,-0.06253307172408751,-1,Maybe Outlier,1.731212062125742,-1,Likely an Outlier,9.883061571504417,1,likely no Outlier,-1, no Outlier
2867,1,Likely an Outlier,0.16142487613314221,1,Likely an Outlier,1.088850056531879,1,Maybe Outlier,9.883322894933631,1,likely no Outlier,1, an Outlier
2866,1,Likely an Outlier,0.12285709054358362,1,Likely an Outlier,1.1050119172285893,1,Maybe Outlier,9.883540802864749,1,likely no Outlier,1, an Outlier
2865,1,Likely an Outlier,0.17931522258638055,1,Likely an Outlier,1.1039803667724828,1,Maybe Outlier,9.883764894922418,1,likely no Outlier,1, an Outlier
2864,1,Likely an Outlier,0.17325101556171513,1,Likely an Outlier,0.9677311926365592,1,Likely no Outlier,9.883984057949535,1,likely no Outlier,1, an Outlier
2863,1,Likely an Outlier,0.17833640148012186,1,Likely an Outlier,0.9630147747696103,1,Likely no Outlier,9.884202009054604,1,likely no Outlier,1, an Outlier
2862,1,Likely an Outlier,0.17722722335647206,1,Likely an Outlier,0.9638352150905705,1,Likely no Outlier,9.884419922868082,1,likely no Outlier,1, an Outlier
2861,1,Likely an Outlier,0.16179931584536278,1,Likely an Outlier,1.0019034586617126,1,Maybe Outlier,9.884635900866657,1,likely no Outlier,1, an Outlier
2860,1,Likely an Outlier,0.13739049281981952,1,Likely an Outlier,0.9727577213125895,1,Likely no Outlier,9.884854494461829,1,likely no Outlier,1, an Outlier
2859,1,Likely an Outlier,0.17216393946207803,1,Likely an Outlier,0.954242225354526,1,Likely no Outlier,9.885070784164618,1,likely no Outlier,1, an Outlier
2858,1,Likely an Outlier,0.07597527857158992,1,Maybe Outlier,1.039227367240057,1,Maybe Outlier,9.88528239072233,1,likely no Outlier,1, an Outlier
2857,1,Likely an Outlier,0.17669639943313753,1,Likely an Outlier,1.0096996672576555,1,Maybe Outlier,9.88550063801211,1,likely no Outlier,1, an Outlier
2856,1,Likely an Outlier,0.09766016910658226,1,Maybe Outlier,1.0653487206404801,1,Maybe Outlier,9.885715693707441,1,likely no Outlier,1, an Outlier
2855,1,Likely an Outlier,0.14330905632298074,1,Likely an Outlier,1.0214291781869982,1,Maybe Outlier,9.885925580056888,1,likely no Outlier,1, an Outlier
2854,1,Likely an Outlier,0.136009483426289,1,Likely an Outlier,1.0968235030456353,1,Maybe Outlier,9.886138936014563,1,likely no Outlier,1, an Outlier
2853,1,Likely an Outlier,0.09908632337952794,1,Maybe Outlier,1.174133007431632,1,Maybe Outlier,9.88634909950791,1,likely no Outlier,1, an Outlier
2852,1,Likely an Outlier,0.17223324796498796,1,Likely an Outlier,0.9593445115176941,1,Likely no Outlier,9.886567155938904,1,likely no Outlier,1, an Outlier
2851,1,Likely an Outlier,0.15500453356940486,1,Likely an Outlier,1.0521107924874837,1,Maybe Outlier,9.886776204038371,1,likely no Outlier,1, an Outlier
2850,1,Likely an Outlier,0.16455626418128894,1,Likely an Outlier,1.0386332401982283,1,Maybe Outlier,9.886987379741626,1,likely no Outlier,1, an Outlier
2849,1,Likely an Outlier,0.17858164732588971,1,Likely an Outlier,1.0379641672469804,1,Maybe Outlier,9.887199608166027,1,likely no Outlier,1, an Outlier
2848,1,Likely an Outlier,0.17256751570876555,1,Likely an Outlier,1.0184745088097729,1,Maybe Outlier,9.88740915150861,1,likely no Outlier,1, an Outlier
2847,1,Likely an Outlier,0.17655671962770975,1,Likely an Outlier,0.9401897028898191,1,Likely no Outlier,9.887617842311792,1,likely no Outlier,1, an Outlier
2846,1,Likely an Outlier,0.09125501947356307,1,Maybe Outlier,0.9696090518183968,1,Likely no Outlier,9.8878260511141,1,likely no Outlier,1, an Outlier
2845,1,Likely an Outlier,0.17549620707128755,1,Likely an Outlier,1.0015332835190955,1,Maybe Outlier,9.888034425566254,1,likely no Outlier,1, an Outlier
2844,1,Likely an Outlier,0.04695033666289916,1,Maybe Outlier,1.0376043001714943,1,Maybe Outlier,9.88824095106177,1,likely no Outlier,1, an Outlier
2843,1,Likely an Outlier,-0.04716118424283344,-1,Maybe Outlier,1.4650404431091781,1,Likely an Outlier,9.888441217108374,1,likely no Outlier,-1, no Outlier
2842,1,Likely an Outlier,0.1450517595978718,1,Likely an Outlier,1.0526557485031434,1,Maybe Outlier,9.888650364591214,1,likely no Outlier,1, an Outlier
2841,1,Likely an Outlier,0.17102569541249957,1,Likely an Outlier,1.021550649804643,1,Maybe Outlier,9.888859626675373,1,likely no Outlier,1, an Outlier
2840,1,Likely an Outlier,0.18903690913457083,1,Likely an Outlier,0.9936986791488547,1,Likely no Outlier,9.889064448800301,1,likely no Outlier,1, an Outlier
2839,1,Likely an Outlier,0.1497577017176278,1,Likely an Outlier,0.9925967670814302,1,Likely no Outlier,9.889264851101185,1,likely no Outlier,1, an Outlier
2838,1,Likely an Outlier,0.18429729399324374,1,Likely an Outlier,0.9704995469239177,1,Likely no Outlier,9.889471681525317,1,likely no Outlier,1, an Outlier
2837,1,Likely an Outlier,0.17513912944442772,1,Likely an Outlier,0.9631004567125542,1,Likely no Outlier,9.889674730173745,1,likely no Outlier,1, an Outlier
2836,1,Likely an Outlier,0.19060352689338383,1,Likely an Outlier,0.9755592530894355,1,Likely no Outlier,9.889877827976935,1,likely no Outlier,1, an Outlier
2835,1,Likely an Outlier,0.1881906560595335,1,Likely an Outlier,0.9945329580071739,1,Likely no Outlier,9.890079735570943,1,likely no Outlier,1, an Outlier
2834,1,Likely an Outlier,0.19012556624628013,1,Likely an Outlier,0.9991789209188529,1,Likely no Outlier,9.890280914676989,1,likely no Outlier,1, an Outlier
2833,1,Likely an Outlier,0.1809347142739114,1,Likely an Outlier,1.038084524343391,1,Maybe Outlier,9.890480193990497,1,likely no Outlier,1, an Outlier
2832,1,Likely an Outlier,0.1579085961950315,1,Likely an Outlier,1.252358052825254,1,Likely an Outlier,9.89067777429152,1,likely no Outlier,1, an Outlier
2831,1,Likely an Outlier,0.16822612279279192,1,Likely an Outlier,1.0382463522054166,1,Maybe Outlier,9.890879194776973,1,likely no Outlier,1, an Outlier
2830,1,Likely an Outlier,0.17424057856197017,1,Likely an Outlier,1.0361424982454828,1,Maybe Outlier,9.891079026989809,1,likely no Outlier,1, an Outlier
2829,1,Likely an Outlier,0.15160946534419378,1,Likely an Outlier,0.9992492086230325,1,Likely no Outlier,9.891277281449046,1,likely no Outlier,1, an Outlier
2828,1,Likely an Outlier,0.19351712946528732,1,Likely an Outlier,1.0153451793450945,1,Maybe Outlier,9.891475875546215,1,likely no Outlier,1, an Outlier
2827,1,Likely an Outlier,0.17897486369538462,1,Likely an Outlier,1.0394948385050473,1,Maybe Outlier,9.891672306654273,1,likely no Outlier,1, an Outlier
2826,1,Likely an Outlier,0.1626968357362092,1,Likely an Outlier,0.9683564990054163,1,Likely no Outlier,9.891865578895565,1,likely no Outlier,1, an Outlier
2825,1,Likely an Outlier,0.09302948739861516,1,Maybe Outlier,1.400830847181513,1,Likely an Outlier,9.892056155713183,1,likely no Outlier,1, an Outlier
2824,1,Likely an Outlier,0.177700140718912,1,Likely an Outlier,0.9193337799467983,1,Likely no Outlier,9.892260594755928,1,likely no Outlier,1, an Outlier
2823,1,Likely an Outlier,0.1827318399415832,1,Likely an Outlier,1.0646164036296668,1,Maybe Outlier,9.892453352515751,1,likely no Outlier,1, an Outlier
2822,1,Likely an Outlier,0.1809291160101787,1,Likely an Outlier,1.022136525306087,1,Maybe Outlier,9.892647455253432,1,likely no Outlier,1, an Outlier
2821,1,Likely an Outlier,0.1935659938435217,1,Likely an Outlier,0.9597009584262851,1,Likely no Outlier,9.892842911882422,1,likely no Outlier,1, an Outlier
2820,1,Likely an Outlier,0.16483339525294993,1,Likely an Outlier,1.1133822551455697,1,Maybe Outlier,9.8930318930576,1,likely no Outlier,1, an Outlier
2819,1,Likely an Outlier,0.164250323671975,1,Likely an Outlier,1.008753456636747,1,Maybe Outlier,9.893226189223734,1,likely no Outlier,1, an Outlier
2818,1,Likely an Outlier,0.15941417197825475,1,Likely an Outlier,1.0258676123931711,1,Maybe Outlier,9.893417954254685,1,likely no Outlier,1, an Outlier
2817,1,Likely an Outlier,0.18567243657207472,1,Likely an Outlier,1.0300322690232293,1,Maybe Outlier,9.89360989316239,1,likely no Outlier,1, an Outlier
2816,1,Likely an Outlier,0.06744887866661697,1,Maybe Outlier,1.000554020052049,1,Maybe Outlier,9.893801340084355,1,likely no Outlier,1, an Outlier
2815,1,Likely an Outlier,0.19698044032482637,1,Likely an Outlier,0.9593080671088303,1,Likely no Outlier,9.893991254261532,1,likely no Outlier,1, an Outlier
2814,1,Likely an Outlier,0.16315122384212088,1,Likely an Outlier,1.273532476536562,1,Likely an Outlier,9.89417670914395,1,likely no Outlier,1, an Outlier
2813,1,Likely an Outlier,0.19768168423630023,1,Likely an Outlier,1.018329485273808,1,Maybe Outlier,9.894369266551848,1,likely no Outlier,1, an Outlier
2812,1,Likely an Outlier,0.14510105464390755,1,Likely an Outlier,0.9684508767869362,1,Likely no Outlier,9.894553790273582,1,likely no Outlier,1, an Outlier
2811,1,Likely an Outlier,0.1880983829473708,1,Likely an Outlier,0.9684508767869362,1,Likely no Outlier,9.894744592992158,1,likely no Outlier,1, an Outlier
2810,1,Likely an Outlier,0.1929229400617951,1,Likely an Outlier,0.9950365329565749,1,Likely no Outlier,9.894931689365851,1,likely no Outlier,1, an Outlier
2809,1,Likely an Outlier,0.15808604038334734,1,Likely an Outlier,1.0030370873693004,1,Maybe Outlier,9.895116358433178,1,likely no Outlier,1, an Outlier
2808,1,Likely an Outlier,0.16019693929105844,1,Likely an Outlier,1.1691100780173336,1,Maybe Outlier,9.895300019661013,1,likely no Outlier,1, an Outlier
2807,1,Likely an Outlier,0.15580182886045185,1,Likely an Outlier,1.0207453746815656,1,Maybe Outlier,9.895487209437723,1,likely no Outlier,1, an Outlier
2806,1,Likely an Outlier,0.19264064847682266,1,Likely an Outlier,1.0535421064034358,1,Maybe Outlier,9.895673591219808,1,likely no Outlier,1, an Outlier
2805,1,Likely an Outlier,0.15139449567107627,1,Likely an Outlier,1.0209212745204923,1,Maybe Outlier,9.895852190173475,1,likely no Outlier,1, an Outlier
2804,1,Likely an Outlier,0.17714338730244938,1,Likely an Outlier,1.0308704102165251,1,Maybe Outlier,9.896038871291923,1,likely no Outlier,1, an Outlier
2803,1,Likely an Outlier,0.12454523786299504,1,Likely an Outlier,1.1048779310178958,1,Maybe Outlier,9.896214219063497,1,likely no Outlier,1, an Outlier
2802,1,Likely an Outlier,0.15575553010411902,1,Likely an Outlier,1.0626567196717047,1,Maybe Outlier,9.89640387808091,1,likely no Outlier,1, an Outlier
2801,1,Likely an Outlier,0.17137827647351206,1,Likely an Outlier,1.060806741092192,1,Maybe Outlier,9.896585240122722,1,likely no Outlier,1, an Outlier
2800,1,Likely an Outlier,0.17215511607647271,1,Likely an Outlier,1.0246482401725951,1,Maybe Outlier,9.896767222411333,1,likely no Outlier,1, an Outlier
2799,1,Likely an Outlier,0.1379492006045489,1,Likely an Outlier,1.072732920230893,1,Maybe Outlier,9.896944894689069,1,likely no Outlier,1, an Outlier
2798,1,Likely an Outlier,0.16855796277177132,1,Likely an Outlier,1.0935859957367948,1,Maybe Outlier,9.897126275669441,1,likely no Outlier,1, an Outlier
2797,1,Likely an Outlier,0.12521026914407074,1,Likely an Outlier,1.0764103770182316,1,Maybe Outlier,9.897301368358308,1,likely no Outlier,1, an Outlier
2796,1,Likely an Outlier,0.17738897224727718,1,Likely an Outlier,0.9997036095267788,1,Likely no Outlier,9.897485247822067,1,likely no Outlier,1, an Outlier
2795,1,Likely an Outlier,0.14752672892537222,1,Likely an Outlier,1.0360892249819886,1,Maybe Outlier,9.897663761187898,1,likely no Outlier,1, an Outlier
2794,1,Likely an Outlier,0.15818798292869507,1,Likely an Outlier,1.067577932194634,1,Maybe Outlier,9.897837555928291,1,likely no Outlier,1, an Outlier
2793,1,Likely an Outlier,0.18778183897908157,1,Likely an Outlier,0.9770242099251363,1,Likely no Outlier,9.89801799169836,1,likely no Outlier,1, an Outlier
2792,1,Likely an Outlier,0.16805845091413724,1,Likely an Outlier,0.9599433109745183,1,Likely no Outlier,9.898191830094676,1,likely no Outlier,1, an Outlier
2791,1,Likely an Outlier,0.18526184889141073,1,Likely an Outlier,0.9625913126743993,1,Likely no Outlier,9.89836978815204,1,likely no Outlier,1, an Outlier
2790,1,Likely an Outlier,0.19194464750888757,1,Likely an Outlier,0.9820122606794067,1,Likely no Outlier,9.89854468556441,1,likely no Outlier,1, an Outlier
2789,1,Likely an Outlier,0.15538589925007984,1,Likely an Outlier,1.0083713463820645,1,Maybe Outlier,9.89871726588395,1,likely no Outlier,1, an Outlier
2788,1,Likely an Outlier,0.18022039721958166,1,Likely an Outlier,0.9561623084762214,1,Likely no Outlier,9.898892129157947,1,likely no Outlier,1, an Outlier
2787,1,Likely an Outlier,0.18998572215514087,1,Likely an Outlier,1.1551126434143628,1,Maybe Outlier,9.899065326322267,1,likely no Outlier,1, an Outlier
2786,1,Likely an Outlier,0.10814486531372813,1,Likely an Outlier,1.2998898513248147,1,Likely an Outlier,9.899232440852774,1,likely no Outlier,1, an Outlier
2785,1,Likely an Outlier,0.14304665520933973,1,Likely an Outlier,1.2054282919875148,1,Likely an Outlier,9.89940430681545,1,likely no Outlier,1, an Outlier
2784,1,Likely an Outlier,0.06382916143061201,1,Maybe Outlier,1.0020102116565677,1,Maybe Outlier,9.899581897348751,1,likely no Outlier,1, an Outlier
2783,1,Likely an Outlier,0.18427216636245158,1,Likely an Outlier,0.9800921651514642,1,Likely no Outlier,9.899752648474772,1,likely no Outlier,1, an Outlier
2782,1,Likely an Outlier,0.15773392088585897,1,Likely an Outlier,0.9789425328026573,1,Likely no Outlier,9.899920999638995,1,likely no Outlier,1, an Outlier
2781,1,Likely an Outlier,0.17665820969500268,1,Likely an Outlier,1.013626681456456,1,Maybe Outlier,9.900091484709552,1,likely no Outlier,1, an Outlier
2780,1,Likely an Outlier,0.18292254252137324,1,Likely an Outlier,0.9836355886878184,1,Likely no Outlier,9.900260475592283,1,likely no Outlier,1, an Outlier
2779,1,Likely an Outlier,0.19159106869212267,1,Likely an Outlier,0.9827319871128284,1,Likely no Outlier,9.900429863349332,1,likely no Outlier,1, an Outlier
2778,1,Likely an Outlier,0.18320222338123732,1,Likely an Outlier,0.9680724336565216,1,Likely no Outlier,9.900597596760136,1,likely no Outlier,1, an Outlier
2777,1,Likely an Outlier,0.1894106284871861,1,Likely an Outlier,1.0424608734577498,1,Maybe Outlier,9.900764742397996,1,likely no Outlier,1, an Outlier
2776,1,Likely an Outlier,0.11165936054908648,1,Likely an Outlier,1.5185853360257586,1,Likely an Outlier,9.900919739749742,1,likely no Outlier,1, an Outlier
2775,1,Likely an Outlier,0.1435466113508782,1,Likely an Outlier,1.274691866597541,1,Likely an Outlier,9.90109111353241,1,likely no Outlier,1, an Outlier
2774,1,Likely an Outlier,0.18811924384929374,1,Likely an Outlier,0.9735967910296303,1,Likely no Outlier,9.901262710406463,1,likely no Outlier,1, an Outlier
2773,1,Likely an Outlier,0.16091664747737133,1,Likely an Outlier,1.019344365955647,1,Maybe Outlier,9.901425174285652,1,likely no Outlier,1, an Outlier
2772,1,Likely an Outlier,0.18740364134387955,1,Likely an Outlier,1.0251653951514477,1,Maybe Outlier,9.901591723110405,1,likely no Outlier,1, an Outlier
2771,1,Likely an Outlier,0.19095477513968295,1,Likely an Outlier,1.0034158421162462,1,Maybe Outlier,9.901754681973342,1,likely no Outlier,1, an Outlier
